,description,spotify_id,name,no_tracks
139,"aesthetic indie vibes : just beautiful to listen to and quite nostalgic. Try also our <a href=""spotify:playlist:5uw97HaPSaBZhBJ4waxn59"">Sad Bedroom Pop</a>  and <a href=""spotify:playlist:4qrMDPohyqGMvlKYq5T7F3"">Dark Academia</a> playlists ♥ indie kids, chillwave, alt tiktok songs, lofi indie..",5x3u8nf1jOIINfDpxpwIXS,aesthetic songs 2021  (chill & cool songs) ✨✨,100
140,"Play on Random Mode! Here you have Indie Pop, Indie Rock, Indietronica, Indie Folk, Neo Psychedelic and Dance Punk. More playlists <a href=""spotify:user:sanik007"">here</a>",5twzLuXjihe3ZSOwWlcq7r,Indie Playlist To Dance All Night!,222
141,"Alternative Roadtrip playlist full of indiefolk and indierock music to travel. Songs by Mumford and Sons, Of Monsters and Men, Vance Joy, Kodaline, The Head and The Heart... <a href=""spotify:playlist:6L70mni7s5Vv1jGV6XOTrv"">Try also Travel Music</a>",3F22OwRyrEZWWMNB5wdnFP,RoadTrip Indie Rock & Indie Folk Playlist 🚘 Indie Road Trip Playlist ,100
142,"Best songs of the alternative music scene 2021 Updated every NEW MUSIC FRIDAY with NEW releases on the top (chronological order). Check out 2020 edition: <a href=""spotify:playlist:2wjrk7WJ9RB3axVtAfs3rq"">Alternative 2020</a>. <a href=""http://indiemono.com/album/2017-alternative/"">Submit for free</a>",0cnNivIcBiCI50ozDfcHyb,Alternative 2021  - New Music Friday Indie / Alternative Releases,28
143,Best songs of the alternative music scene releases in 2020 This playlist was updated every FRIDAY of 2020 with NEW releases on the top (chronological order),2wjrk7WJ9RB3axVtAfs3rq,Alternative 2020 : All New Music Friday Indie Releases of 2020,1291
144,"A Lo-fi Bedroom Pop playlist full of soft indie vibes to calm you down. Try also <a href=""spotify:playlist:5uw97HaPSaBZhBJ4waxn59"">Sad Bedroom Pop</a> ",0macRLZRvXuNIzZSK6KEIM,Indie Lofi Music to Chill Out After hours,68
145,"Mix for an endless Summer Party! : Best Hits 2021 &amp; Fresh Songs hitting Charts. Try + playlists like <a href=""spotify:playlist:4e36iSHdNaSDaIfOKmCvXd""> 2021 HITS</a> or <a href=""spotify:playlist:4AnAUkQNrLKlJCInZGSXRO"">Happy Songs</a> if you're looking for a different mix 🌞",0va12zjtBfg7S5KfmDlJuZ,SUMMER 2021 🌞 Party Hits 2021 🌞 Party Playlist & Best Songs 2021,183
146,"Welcome to Room.505, what doesn't kill you make you stronger.  Try also our <a href=""spotify:playlist:0k8sD0xWGvbRyvN2RHXNIB"">Alt.Rock 2020 playlist </a>",6axqVadXK6WbD7hZ3kY1Iy,505 indie vibe music 🟣 Indie Rock HITS,61
147,"Really, you don't need an excuse to be happy, but here is one: a kitten was born in the world JUST NOW. - Now listen to this amazing shit and smile. Happy RnB, Neo Soul, Indietronica &amp; Indiepop ",1Rrw1vCiBNTBlwBYVY52Bw,Happy Vibes 2021  ☆ no one's gonna fuck up today's good mood ☆ ,70
148,"A Patreon selection with the songs we supported in dozens of Indiemono playlists! ❤️ III <a href=""spotify:user:monthlyindiemono""> Previous months archive</a>. III <a href=""https://bit.ly/2xt9rTx"">Patreon Submit </a>  II Cover art  <a href=""spotify:artist:0t3VkVDIgh93tH0rGZOT80"">by Kennen</a> ",0fcU1vWxuf8dD7bX5mE5rC,New Music Patreon · December 2020 -  November Submissions,41
149,"This playlist was created to build a relaxing ambient with an unique R&amp;B sound featuring artists like Banks, Bruno Major, Jorja Smith, Bazzi, Daniel Caesar, Khalid or HONNE... Alternative R&amp;B, Lo-Fi RnB and NeoSoul Vibes. ",4hMw676gBE47LgFJ9besjN,Sexy Songs 2021 : Chill RnB Songs for Late Night Sessions  😏,205
150,"Chillin' at home with DIY artists. Try <a href=""spotify:playlist:6QBeETVQOte10WDZXiCesw"">our monthly indie/alternative </a> and <a href=""spotify:playlist:0macRLZRvXuNIzZSK6KEIM"">Indie Lo-Fi</a>  playlists ",1ntmC5meFx12e3lhNGepIO,Bedroom Pop 2021 :  Indie Playlist  'DIY Soft Songs',76
151,"#ThrowbackThursday Oldies Pop, Rock, Disco, R&amp;B, Swing, Rockabilly &amp; Blues Legends! (Listen here <a href=""spotify:playlist:6wR4gl33rmS84wJYpJ8rEN"">an 80s Disco</a> or <a href=""spotify:playlist:4vABX7OZ5nwF5QngjMNmPK"">Happy Oldies</a> playlist) A fine selection of cheering goldies from the best past!",1TNg7JCxifAjwrnQARimex,"Oldies 80s, 70s, 60s Best songs ♬ Throwbacks HITS - Queen, The Beatles, Michael Jackson, Elvis, ABBA",323
152,"Indiemono's curator favourite songs right now sorted by year of release (cause we don't really want to remove tracks here, cause we love all of them). #onrepeat.",08IClJGEq9SAKjd9CRJC3y,FAVs Songs 2021 RIGHT NOW 🌟  ( Best Songs by Indiemono) ,268
153,"Nuestras favoritas del 2020 y del 2021 en Español. Bedroom Pop Español, Lo Fi Español, Sad en Español, Folk Español, Urbano, Alternativo e Indie Español. ",0l4Ph4XutTplCkOBmX4dO2,Las Premium del 20.21 (Musica En Español 2021),42
154,"That's how I feel, and I'm not ashamed : S.A.D.⚫ Sad Songs, slow songs, rainy days, sad lofi, calm songs.  Do you like this playlist? Try also : <a href=""spotify:playlist:5uw97HaPSaBZhBJ4waxn59"">Sad Bedroom Pop</a> ",6XFfCL23a4TwyxuhEY2cXb,SAD playlist 2021 : sad & relaxing songs ,127
155,"A rising diverse music scene driven by a DIY spirit, unique sounds and aesthetic. The Bedroom Pop revolution, cause your bedroom is where you can truly be yourself (musical styles that do not conform to one particular genre of music, but with certain lo-fi, psychedelic-leaning sound) ",7eYHsXwjZPCNRv0RdgsTQz,AntiPOP Bangers! (The New Wave of DIY) : Bedroom Pop Hits ,117
156,"I'm a rolling thunder, a pouring rain. I'm coming on like a hurricane. My lightning's flashing across the sky. You're only young but you're gonna die.",4END0FzfIsi1jKv9Oot42J,Songs To Burn  Down A Whole City While Riding Your Dragon 🔥 (Game Of Thrones Inspired),45
157,"Calm songs for your saturday coffee. Here you have the best ambient to enjoy your Saturday morning! (folk indie, singer-songwriter, bedroom pop &amp; RnB) <a href=""spotify:playlist:0X3MWrPlSmlezznpmKLmWi"">Try our 'evening chill' playlist here</a> Weekend Chill Playlist!",7IjvjlrEr3CGHra1wvk2xL,Saturday Morning Coffee ☕  Your Morning Playlist  (Morning Chill & Calm Music) ,154
158,The LoFi Rock side of the Bedroom Pop wave and the sound of Alternative Rock &amp; Indie Punk nowadays. ,0k8sD0xWGvbRyvN2RHXNIB,Alt Rock 2021 : Bedroom Pop & Indie Rock 2021,84
159,"HOW POP MUSIC WOULD SOUND IN A FEW MONTHS. Get to know the future of pop music. New aesthetics, anti-pop genre-less productions and no rules.  These are the artists leading 'the next big thing in music' for an entire generation.  Hyperpop, Bedroom Pop, Lofi-Pop,  Bubblegum Pop, Indie Pop... ",6uLBdDQQQHaCOvNlSLiAeC,NEW POP 20/21 - HyperPop Wave & More ,49
160,"Favourite selection, infinite spectrum. Try <a href=""spotify:playlist:6QBeETVQOte10WDZXiCesw"">our monthly indie/alternative</a> and <a href=""spotify:playlist:0macRLZRvXuNIzZSK6KEIM"">Indie Lo-Fi</a>  playlists",1nNycYrw5Orl0hVA1ifJjQ,INDIE VIBES 2021 ⭐FAVS⭐  Best Indie Music Found This Year,107
161,"Summer with no holidays, fancy party invitations or last minute trips to Bali. Cause our summer may be more ordinary, but it deserves a good playlist too. ",6T6ZXV9MGdd6vDabWWIZoa,Summer B-Sides (Summer Indie Music),57
162,"Let's stay together, happy together and fight against this Virus! We have million reasons to fight together for this world : SAY IT! Send your Quarantine playlist to indiemono <a href=""https://indiemono.com/quarantine-all-together-a-playlist-project/"">here</a>",2cHvj9H8dwsYpfkX92asqp,QUARANTINE ALL TOGETHER,53
163,"Wild as the best innovative and undiscovered indie rock sounds. Feel the vibe! Risky, noisy, power, rock, spicy... <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",7c2HFz0btUYI2VXp79RHJ8,UNDISCOVERED & WILD : INDIE ROCK & CO,110
164,"Music to find your balance while you discover the best chill music, with an exquisite electro touch! Electro, modern, calm, city, waves... <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",6wZQNeiVXlAdY8hiIeHLrq,UNDISCOVERED & CHILL : INDIE ELECTRO CHILL ,82
165,"Here you have your undiscovered indie pop and electro pop upbeat new favorite songs! Happy, awesome, sunny... <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",0VOkvO9zJDLVzIcDuGJufq,UNDISCOVERED & UPBEAT : INDIE POP & VIBEY MUSIC,94
166,"Fall in love with these indie music gems. Curated with really undiscovered artists that fit a warm atmosphere. Folky, peace, home, comfy... <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",43o2RyVd3s08OaxhUxUImB,UNDISCOVERED & COZY: CHILL INDIE FOLK & CO,98
167,"Arrhythmic, innovative, risky, ingenious, explosive, uncommon, experimental; BRILLIANT! <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",2DLYG2YBe7XSYDShKwsbJH,UNDISCOVERED & UNIQUE,69
168,"Brilliant Hip Hop artists we've discovered via our submission system.  Explicit, streets, riot..<a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",0GEFUrkHIhdpTOgmj2JW3u,UNDISCOVERED & HYPE : INDIE HIP HOP 2020,55
169,"An intimate playlist full of brilliant tracks by inspirational singer-songwriters and bands. Roots, artisan, acoustic, close...  <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",0dRpenWcrTjT8ucYiLy1uZ,UNDISCOVERED & INTIMATE,33
170,"Mellow R&amp;B, Soul, Hip Hop, Indietronica &amp; unique rhythms.  Easy vibez, soft, catchy, urban, r&amp;b... <a href=""https://indiemono.com/music-discovery-evolution-undiscovered-playlists/"">Click here to understand more about 'Music Discovery' and Indiemono</a>",141SJlBMHIeIIkXCrXuSm0,UNDISCOVERED & MELLOW : INDIE R&B 2020 ,86
171,"Happy Vibes ! Yes, THAT sound that makes you vibrate of happiness senseless. Try also our <a href=""https://open.spotify.com/user/sanik007/playlist/4AnAUkQNrLKlJCInZGSXRO"">HAPPY PLAYLIST</a> and <a href=""http://indiemono.com/album/good-vibrations-playlist/"">Submit for Free</a>",6NyANZ6bIdvrrEtNFeA3SD,Good Vibes Songs ☼ Feeling Good Mood Music Playlist - Vibey Songs!,193
172,"Here's a taste of the talent we've found through our Patreon. Great projects that we're following and we think you'll love. We hope that this list grows every month thanks to you, dear patrons. <a href=""https://www.patreon.com/indiemono"">Check out our Patreon for more.</a>",3mYetWTR9L5GUo0MpxCvk6,Discovered In Patreon!,139
173,"Sad chill hop (indie tracks) <a href=""http://indiemono.com/album/sad-chillhop/#1"">Submit for free</a> And try our <a href=""spotify:playlist:0macRLZRvXuNIzZSK6KEIM"">Indie Lo-Fi</a>  playlist",5ru4JSVeHFATc3QbwPZfLN,"sad chillhop, sad lofi afterhours ",139
174,,2LxQK7S2svPsOebNki2ZQe,"Miscellany, 'Never Cool Enough' ",85
175,"Best Hits and Classic Songs covers, your perfect ambient. Try also our <a href=""https://open.spotify.com/user/sanik007/playlist/2EpEvjOdeWIrnjqBYDUF8f?si=-nUDfeLnRtmPXVvInRZ0NQ"">SAD COVERS playlist</a> Acoustic covers en ingles (english versions). Chill cover songs playlist with more than 100 tracks",6xF7NUnLLPCsWM9m9XzAgS,Covers ☕  Chill Covers of Popular Songs & Alternative Covers ☕ Relaxing Songs & Acustic Covers ,194
176,"Indiemono's personal party playlist... Our favourite jams released during the last years. Don't know why, but they'all make us dance and be happy. Hope you can feel that too!",0jMqHaoqY2N30Kzu3jTEA0,Banana Party Playlist ,97
177,,0jDtzoEMdcVGvY0atb9Jw1,Demi Lovato's Top 10 Billboard Hot 100 Hits,10
178,,6Cxew2reLOf8XeQ62WfYzU,Nicki Minaj's Top 20 Hot 100 Hits,19
179,,6x2nCPl0eOTBEK4PgBmp0K,"Cool New Pop Songs, week of 7/13",10
180,,2tLMq8zRaI0NTsZXl7DhDK,"Cool New Pop Songs, Week of 7/6",10
181,"Newly signed Warner Records vocalist Bren Joy is the last artist to whip up a hearty playlist for Billboard, one that centers on finding &quot;love ourselves and our community as a whole.&quot;",0kqBruIyPGmQSv5QBiyTTQ,"Black Music Month 2020: Bren Joy's ""Colorful Moments in History"" Playlist",13
182,"To wrap up Black Music Month 2020, KOTA The Friend's new playlist focuses on independence in various forms, celebrating black artists and their music.",6IyILAHZZ4oX681whwDy9r,"Black Music Month 2020: KOTA The Friend's ""Independence Is Power"" Playlist",22
183,"ATL collective, LVRN, known for signing Summer Walker and 6LACK deliver a flavorful collection of music including Frank Ocean, Sade, Kanye West and more to help everyone &quot;disconnect.&quot; ",64Id5OgX4WaV7ohnUjRXur,LVRN's Black Music Month 2020 Playlist,16
184,West Coast MC Boogie comes at the &quot;perfect time&quot; to inject some heartwarming vibes ranging from Kendrick Lamar to YG. Check his choices out!,4PzdF4EWFMKZO7k8uG04uu,Black Music Month 2020: Boogie's 'Perfect Timing'Playlist  ,9
185,"From Marvin Gaye to Lauryn Hill, singer Andra Day provides a playlist designed to provide peace and healing for those in need. ",7mI2XEi0dFVrbPq6h1pP9o,Black Music Month 2020: Andra Day's 'Internal Peace' Playlist,13
186,,5be8fVBCCDe7RIvm2eUjFu,"Cool New Pop Songs, Week of 6/22",10
187,,1Tn263HNX9OpDa6GQjGuvE,Para Bailar Una Vez Más by Ximena Sariñana,28
188,,2iC5mXGNe1vT3IZ7GhdLK4,A Playlist by Feid ,20
189,,1LLX60TAFhjoFZT5IvrnO3,A Playlist by Ana de la Reguera,19
190,,31GWNzOD7HzMPPC3CRClIb,'Juntos Desde Casa': A Playlist by Llane,20
191,,4tHaPT9MSujfewUYvqfdeD,A playlist by Wisin & Yandel,13
192,Judy Cantor-Navas' quarantine songs.,2nSomDfCnXz3cmHZab7JZJ,Billboard Latin Quarantine Picks: Judy Cantor-Navas,14
193,"From Harry Nilson to Willie Colon, Diego Torres and Arthur Hanlon, Songs for every mood and every genre.  ",4aFaBIEsIYKjbNqx83EVOC,Billboard Latin Quarantine Picks: Leila Cobo's Playlist,20
194,,2yaeYSByuhoRf7ymsTEmOB,Billboard Latin Quarantine Picks: Griselda Flores' Playlist,25
195,,2OM60ryWgcwxFdAG0yyqjL,'Cuarentena': A Playlist by Chiquis ,17
196,,0D6MZMrasaOOdwnJue6mH5,'A Dance With Myself' by Sofia Reyes,15
197,,3hq4yc5MivUBqzr6WUe7iD,A Playlist by Joss Favela,20
198,,09QrtYBhEW3sDjwWy71mPl,A Playlist by Pedro Capó ,22
199,,2RG7jeT5ny1GIJuQTg6mLz,A Playlist by Anitta,35
200,,3NKu1RKuSeMx2tsfRuoZA3,'Feel Good': A Playlist by Tainy,21
201,,59GBuq6SVfWmZSi6K2kapX,A Playlist by Gloria Trevi,14
202,,3Ei9WWikxXBe5F5KKbADyD,OnTheDrums Time,15
203,,3s7sPYMaAkzqQgAhl1nBXN,Salsa: A Playlist by Marc Anthony,22
204,,2e8JlolmyDiAfx9sZE7015,QUARANTINI'S by Carla Morrison,18
205,"The week’s most popular Latin songs, ranked by radio airplay audience impressions, sales data and streaming activity data tracked by Nielsen Music. For more information go to <a href=""http://Billboard.com"">Billboard.com</a>.",0tBOOmU9qdvz5SdCAt2X9H,Hot Latin Songs,31
206,,2lLZ4iRnM5KnZhQNpnJkWB,Cinco de Mayo,20
207,"By enlisting Nas, Common, Jill Scott and more, Maxo hopes his 10-track collection can illuminate the importance of preserving Black lives.",3ui0AU03QE1ff1wf3CSg0z,Black Music Month 2020: Maxo's 'Stop Killin' N----s' Playlist,10
208,,7KGq2t3Cp9e9cxXrPA2BNj,"Cool New Pop Songs, Week of 6/15",10
209,"Cozz's playlist features a bevy of gems such as Jay-Z's &quot;The Story of O.J.,&quot; Kendrick Lamar's &quot;The Blacker the Berry,&quot; J. Cole's &quot;Neighbors,&quot; and more. ",7kOlgjorjUfFk1q3y0znaI,"Black Music Month 2020: Cozz's ""Black Is Beautiful"" Playlist",16
210,,5obs9oHUiROmlmxijd1pj9,"Black Music Month 2020: Guapdad 4000's ""Falcon Freedom"" Playlist",12
211,,5H5ZZFi0xn9A432X85jfeO,"Cool New Pop Songs, Week of 6/8",9
212,"In honor of Black Music Month 2020, acclaimed songwriter, music artist and producer, Jason &quot;Poo Bear&quot; Boyd dishes out his &quot;Bearthday Music&quot; playlist featuring Michael Jackson, Tupac, Bob Marley, Kendrick Lamar and more.  ",666C76OcHuIjrQvmGJnpOY,"Black Music Month 2020: Poo Bear's ""Bearthday Music"" Playlist",13
213,,1Tznj2vtFrZtWpGH15936R,"Cool New Pop Songs, Week of 5/25",10
214,,0GJAGhEhruU3VHQ7PXXVV7,"Cool New Pop Songs, Week of 5/18",10
215,,0xdn0W1GfAKR61QbYFoWKy,"Cool New Pop Songs, Week of 5/11",9
216,Our 50 favorite jams from the moment in turn-of-the-millennium guitar pop that we call Minivan Rock. ,2En04oEvgIadEV807wE19Y,Minivan Rock: Billboard.com's Top 50 Songs,50
217,,537WGBIb8aEEw7uJUXVSYW,"Cool New Pop Songs, Week of 4/20",10
218,"The official <a href=""http://www.billboard.com/charts/hot-100"">Billboard Hot 100</a> features this week's most popular songs across all genres, ranked by radio airplay monitored by Nielsen BDS, download sales tracked by Nielsen SoundScan and streaming activity data provided by leading online music services. For more information go to <a href=""http://Billboard.com"">Billboard.com</a>.",6UeSakyzhiEt4NB3UAd6NQ,Billboard Hot 100,98
219,"This week's (top 50) <a href=""http://www.billboard.com/charts/billboard-200"">most popular albums</a> across all genres, ranked by album sales, audio on-demand streaming activity and digital sales of tracks from albums as compiled by Nielsen Music.",4LZtDy62wDvQ4o8JB4UrcR,Billboard 200 Albums,50
220,"Billboard's weekly-updated playlist, including tracks from this week's <a href=""https://www.billboard.com/articles/columns/rock/8543413/paul-mccartney-billboard-cover-story-interview-2019"">cover story</a>, as well as songs and artists featured in the November 16 issue of Billboard.",2ebTCwa8ZN6fwSGwFVLkxV,Billboard Weekly,25
221,"The rising Texas pop duo's throwback mix includes tracks by Commodores, Tame Impala, Mac Demarco and others.",5NabWN9xSkOZs71ugLKgMi,#TBT Mixtape: Surfaces,25
222,"“A different level of musical magic is reached when the right combination of artists are creating,&quot; says Allen, whose new single is with Noah Cyrus.",4t2wB5AeNhjBXGEe6caNdd,Takeover Tuesday: Jimmie Allen's Fave Collabs,32
223,,59AUwIgca4nKiD7Ov3QaZ8,Rom-Com Valentine's Playlist 2020 ,10
224,"As part of Billboard’s Black Music Month celebration, we've asked Black artists spanning all genres to compile their own unique playlist that reflects their admiration for fellow artists from varying generations.",3qUp9Vm900iQFik1VX0gtn,2020 Black History Inspirations: Baby Rose,16
225,"As part of Billboard’s Black Music Month celebration, we've asked Black artists spanning all genres to compile their own unique playlist that reflects their admiration for fellow artists from varying generations.",6DRUqtf2ZHnKqFPCwlm6rS,2020 Black History Inspirations: Terrace Martin,28
226,,5xGQ5TXrJ68aLz7cMwvdgD,2020 Black History Inspirations: Ceelo & Salaam Remi Look to Motivate,17
227,Sing and dance along to the latest trending hits on TikTok this week. Updated every Tuesday.,5NJKbiDordrwmdEyoI5Ut5,TikTok Hits - Updated Weekly,45
228,"The latest chart music, updated every week. Featuring Regard, DJ Khaled, Drake and more. If you want more great NOW playlists? Check out our <a href=""https://open.spotify.com/user/now-music"">profile</a>",33pN0AXMJFwyobpIfDf3b2,NOW Top 40 Chart - Updated Every Friday,40
229,"NOW UK Top 40 Dance Chart - Features the biggest breaking and current dance hits around right now, updated every Friday! Want more great NOW playlists? Check out our <a href=""https://open.spotify.com/user/now-music"">profile</a>",6nFJqZ0oeIkGLtmY0AofMc,NOW UK Top 40 Dance | NOW That's What I Call Music (UK),40
230,"This legendary compilation includes all of the latest chart-topping hits! Released 24th July, NOW 106 is the perfect soundtrack for Summer 2020.",4kBTBfYnxrd20iAVmH3AQO,NOW 106 - The Latest Hits for Summer 2020,41
231,The NOW series is kicking off the new decade with NOW 105. The legendary compilation includes all of the latest chart topping hits!,78qDzBsILgZn0Qm73KoTha,NOW 105 - The latest Hits for Spring 2020,46
232,Everything from recent chart hits to iconic summer staples from days of old. Enjoy the sunshine with NOW 100 Hits Summer providing the perfect soundtrack.,4p4fMX8E4Qh607nrIelGAl,Summer - NOW 100 Hits Summer 2020,101
233,"100 hits showcasing the decade that had everything from disco to punk, glam rock and new wave. It’s time to get out the flared jeans and lava lamps and relive this iconic time!",0s1tqw4hshAfMcc1YMrDa0,70s - NOW 100 Hits 70s,104
234,"Rewind to the time of rockers, mods, flower child and hipsters with 100 nostalgic gems from one of the best musical decades in history! ",7hzuHMC4hVDdBdxQA5S31C,60s - NOW 100 Hits Forgotten 60s,100
235,NOW 100 Hits Country features 100 of the greatest new and classic hits from this all-American genre.,0CHE4AOsWRmHqJv0iTpTJb,Country - NOW 100 Hits Country,101
236,"Want more great NOW playlists? Check out our <a href=""https://open.spotify.com/user/now-music"">profile</a>",4Cq4i1rfHqirnwaa6COCWH,60s - NOW 100 Hits Forgotten 60s ,108
237,NOW 100 Hits Party includes all the latest hits along with the greatest party throwbacks. The perfect way to see in the New Year!,6mDkhFVOwBMszAcRw4JLdK,Party - NOW 100 Hits Party,101
238,Seventies music had a little bit of everything - NOW 100 Hits Forgotten 70’s brings you a selection of those forgotten gems.,0lWWhs86kgZPEWOPxvijQ9,70s - NOW 100 Hits Forgotten 70s,108
239,"Get ready to perform to a mixture of contemporary and classic hits. Featuring the 100 of the top karaoke anthems, this playlist is perfect for the whole family!",7AFuf9xy6uK4zn5i4zaiaH,NOW 100 Hits Sing-A-Long,100
240,Back by popular demand… Featuring even more hits from the ultimate decade of pop. This isn’t one to be missed!,3nxds7OEXnbIq6HfqXbVC0,80s - NOW 100 Hits Even More Forgotten 80s,106
241,The decade that had everything- NOW 100 Hits Forgotten 90s features 100 nostalgic hits that may have slipped your mind!,19C3HoBWHm1bKUbmO65IK2,90s - NOW 100 Hits Forgotten 90s,107
242,Get the popcorn ready and sing along to an epic night at the movies for the whole family!,2A0fhiPMFw6jfckRZt7Xzg,NOW 100 Hits Movies,103
243,Featuring the biggest songs to sing out loud to on every road trip!,245fPAkK0PzzVjelIDQnco,NOW 100 Hits Car Songs,102
244,"Summer 2019 is here! Light up the BBQ, dust off your sunglasses and party along to the ultimate summer anthems!",04RabgSr7f9Y5Yqs4Bgq0t,NOW Summer Party 2019,42
245,"Featuring 100 tracks of guitar-filled anthems, NOW 100 Hits Classic Rock is the ultimate playlist for any lover of rock!",0dGiXCO5dICemXtYtgYh47,NOW 100 Hits Classic Rock,102
246,A brand new compilation of 80s hits that are too good to be forgotten! NOW 100 Hits Forgotten 80s is a collection of forgotten gems to remind you just how much you loved the decade!,0szeHOvSxP75TPVMXQ0tOL,NOW 100 Hits Forgotten 80s,104
247,"NOW Music presents NOW 100 Hits Power Ballads! Packed with the ultimate ballads across the decades, this playlist will have you singing along like no one’s listening!",2Dc2372QcGVIB9kl3e5Vah,NOW 100 Hits Power Ballads,103
248,NOW Music is back for 2019 with 100 of the greatest hits from the ultimate decade of pop!,1JjsOqhKYFp63D80sLBW64,NOW 100 Hits 80s,106
249,"NOW That’s What I Call Party 2019 includes two discs of all the latest hits, guaranteed to get the party started. NOW Party is the perfect way to see in the New Year!",1THKxyMafLaUjlbJAr1vI1,NOW Party 2019,45
250,"NOW That’s What I Call Music presents NOW Love Classics. This release features the most heart-wrenching classics of all time, and is perfect for those special people in your lives.",70k0BgRe0um0jl4v0ydiic,NOW Love Songs,60
251,"NOW That’s What I Call Easy is a collection of timeless laid-back songs featuring some of the greatest easy listening artists including Andy Williams, Perry Como, Tony Bennett to name a few!",1oU5YrSG3wFtvWqdByZCsm,NOW Easy,80
252,"NOW That’s What I Call Rock ‘N’ Roll steps back in time to release a collection of the greatest ever rock n roll hits. Featuring songs of legends such as Elvis Presley, Johnny Cash and many more. Making you want to turn your jukebox louder, this latest release is not one to be missed!",3z57mJPUiR59q8ITodbFUm,NOW Rock'n'Roll,75
253,"Showcasing the best– NOW That’s What I Call NOW features one track from every NOW since NOW 1 made its impact in 1983. This is a perfect collection of the hottest hits over the last 35 years, making it the ultimate soundtrack of NOW!",6YxttOf4WnwtXkVZ1FAAHO,NOW That's What I Call NOW,100
254,"After success in previous years, Disney is back for NOW That’s What I Call Disney Bedtime! Featuring a collection of relaxing Disney hits, this compilation is the perfect bedtime soundtrack for your little one.",7tFXAPTS7AnfJUu4uBkttV,NOW Disney Bedtime,46
255,"NOW That’s What I Call Music presents the spook-tacular NOW Halloween. Featuring iconic Halloween anthems such as ‘Time Warp’ and Michael Jackson’s ‘Thriller’, NOW Halloween is the perfect spooky soundtrack for any Halloween party. Who ya gonna call?",0TjGtm6ZVBAGSPBIHc65Rl,NOW Halloween,60
256,Includes 62 of your favourite Ibiza anthems...,1YauU7jIbFhEryZnj7qWps,NOW Ibiza,62
257,"The sun is finally out – summer is here! Whether you need motivational tracks to build your sand castle, chilled tunes to relax by the pool or the hottest tracks to dance the night away, NOW That’s What I Call A Summer Party 2018 has it all!",3Lq3S1iB2TtrkHViHr6jdV,NOW Summer Party 2018,60
258,"NOW Jazz features the best selection of Jazz and easy-listening hits around including Louis Armstrong, Norah Jones, Michael Bublé and more!",4wDEN8Y1ahGEh8tLerPHN8,NOW Jazz,63
259,"Featuring the biggest Dad Rock anthems of all time from The Killers, Queen, Stereophonics and more!",0wo6qkbq2LLHdjGgNAFMMo,NOW Dad Rock,59
260,Featuring the biggest anthems to cheer on England in the 2018 FIFA World Cup!,5NkpO33q4LiICvQL7T7LW3,NOW Footie Anthems,17
261,"Get beach body ready for Summer with NOW Running 2018! Featuring massive pumping hits from Zedd, Little Mix, Camila Cabello and more!",2k1VXFX7zESca8uwCENtG0,"NOW Running 2018. Featuring Bruno Mars, Calvin Harris, The Weeknd and more",59
262,"NOW That's What I Call Music! 99. Featuring Dua Lipa, Bruno Mars, Jess Glynne, Rudimental and more!",3x4qEzYA6m0Ze6NcTM0THI,NOW 99 - Latest Chart Hits,45
263,"NOW That's What I Call Remix features massive remixes of hits from Dua Lipa, Sigrid, Justin Bieber, Rita Ora and more!",0uN3REHrnK3iyDMSDma09m,NOW Remix - Featuring your favourite pop hits..remixed!,42
264,"The latest collection from hit compilation series NOW brings you the ultimate guide to the all-American genre, Country. NOW Country will feature all your favourite modern and classic hits from the biggest country stars of all-time.",2bIJ4Mo1EPcAc2fktndUMy,NOW Country,67
265,"NOW 80s Party is the perfect soundtrack to your 80s themed festivities, guaranteeing feel-good nostalgia for anyone that lived in that great decade of pop. Includes 57 of the biggest 80s anthems to get any party started!",0uHDVEM35yIAv030d57wmV,NOW 80's Party,57
266,"The 00s were defining years for pop music, which not only brought us some of our favourite superstars now but also continued the careers of our favourites from the 90s. NOW brings you NOW That’s What I Call The 00s. The ultimate guide to the much loved, pop-defining decade.",2SIFVbvpOYsqPQXeAvCsDr,NOW 00s | NOW That's What I Call Music (UK),61
267,"Were you a Mod, Rocker, Flower Child or Hipster? Whatever your tastes, NOW That’s What I Call 60s will cover it all. Whether you’re just discovering the decade or its filled with nostalgia, NOW 60s will be the ultimate soundtrack to one of the most important historical decades.",26GBobqaQmMYWQ4rwbz7mx,NOW 60s | NOW That's What I Call Music (UK),74
