,description,spotify_id,name,no_tracks
622,"Real African vibes, right here. Africa to the world! Cover: <a href=""https://open.spotify.com/artist/523y9KSneKh6APd1hKxLuF?si=f5ONE2nsSr-1zVc_1lsboA"">Master KG</a>",37i9dQZF1DWYkaDif7Ztbp,African Heat,70
623,That real hip-hop. Cover: Benny The Butcher,37i9dQZF1DX5hR0J49CmXC,Mind Right,50
624,The best in new & current Dancehall. Cover: Busy Signal,37i9dQZF1DXan38dNVDdl4,Dancehall Official,86
625,Holdin' it down for the west side. Cover: Drakeo The Ruler,37i9dQZF1DWSvKsRPPnv5o,Cali Fire,51
626,For whatever activity you do that may need a punch of intensity!,37i9dQZF1DWUVpAXiEPK8P,Power Workout,50
627,Keeping it real for the Dirty. Cover: Jack Harlow,37i9dQZF1DX0Tkc6ltcBfU,The Realest Down South,51
628,Up and down I-95. Cover: Sheff G,37i9dQZF1DX1YPTAhwehsC,State of Mind,51
629,"New, leftfield and for the real hip-hop stans! Cover: Internet Money",37i9dQZF1DWTggY0yqBxES,Alternative Hip Hop,50
630,Get your body right with this workout twerkout,37i9dQZF1DX0HRj9P7NxeE,Workout Twerkout,49
631,"Afro sounds crossing borders. Top Afro Bashment, Pop, Fusion / X-Overs from all across the world.  Cover: <a href=""spotify:artist:3wcj11K77LjEY1PkEazffa"">Burna Boy</a>",37i9dQZF1DWT6SJaitNDax,We Everywhere,100
632,Saluting the poets that have filled us with pride.,37i9dQZF1DX2r0FByV5U4C,Black History Salute,21
633,"Watch your screen as you listen to see lyrics, fun facts, and artist stories from Genius! (on mobile only)",37i9dQZF1DXaKctwWdt4be,Behind The Lyrics: Hip Hop,50
634,Here's your cheat sheet for everything new in the rock/alt world. Cover: Des Rocs,37i9dQZF1DWT2jS7NwYPVI,New Noise,150
635,No rules. No boundaries. Just cool music you need to hear. Cover: KennyHoopla,37i9dQZF1DX82GYcclJ3Ug,The New Alt,130
636,New classics and essential cuts from all your favorite rock bands. Cover: The White Stripes,37i9dQZF1DX49jUV2NfGku,Rock Solid,80
637,A look back at some of the most impactful songs of 2017.,37i9dQZF1DX1Jg9KZ76Rr9,Rock This: Best of 2017,100
638,The ultimate rock party playlist!,37i9dQZF1DX8FwnYE6PRvL,Rock Party,50
639,It's just us—and this awesome alt soundtrack.,37i9dQZF1DX6mvEU1S6INL,You & Me,101
640,ALT the Good Vibes.,37i9dQZF1DX2SK4ytI2KAZ,It's ALT Good!,100
641,"Call it pop-punk, emo, post-hardcore, whatever you want. We call it all awesome. Cover: Waterparks",37i9dQZF1DWZkHEX2YHpDV,The Scene,100
642,For those who like the newest songs loud. Very loud. Cover: System Of A Down,37i9dQZF1DWWJOmJ7nRx0C,Rock Hard,130
643,"The essential Ryan Adams, all in one place.",37i9dQZF1DXdXKIWnpyigm,This Is Ryan Adams,57
644,One of the most iconic bands of recent time. Here is the best of The Black Keys.,37i9dQZF1DX2rBR3X9E86S,This Is The Black Keys,51
645,"Experience Tom Petty's final project, ""Wildflowers & All The Rest,"" the way he originally envisioned it.",37i9dQZF1DWUlZhYdX0uqM,This Is Tom Petty,76
646,"The best of Nirvana, all in one place.",37i9dQZF1DX82CY3GzF2m6,This Is Nirvana,45
647,"The essential Ramones, all in one playlist.",37i9dQZF1DWWc7UGhP4Mpw,This Is Ramones,34
